Tweet	IsCureClaim	IsCheckworthy
So im up and bored but idk what to do its depression boredom ..	False	False
Snackpression not worst variety of depression but still not helpful .	False	False
@USER I * was * listening to some Douglas Adams , but I think I crossed the book point where he started to have serious depression issues , and it bleeds into his writing a lot .	False	False
I 've said it before and I 'll say it again . She do n't care about that Gucci belt when you smell like backwoods and depression . Invest in yourselves fellas	False	False
got a free cupcake today and saw an old friend unexpectedly so my depression has taken a back seat for approximately 5 minutes	False	False
If I lose my Wordle streak just know that I 'm tweeting nothing but depression posts from then on	False	False
@USER @USER this is what he said : Actually , I do n't know what kind of person I am , I just know that my boyfriend cheated on me , so I 'm very sad . Drowning in depression .	False	False
RT @USER : I 'm like Batman , but the only thing I fight in the dark of night is my depression and anxiety .	False	False
My weight-loss journey begins , I hope I do n't get hallucinations and depression :grimacing_face: HTTPURL	True	False
@USER Thank you ! It 's hard , I have fibro , along with ibs , & several other issue as well as Arthritis . The pain is horrible but the mental stuff is the worst , severe depression , anxiety , ptsd . It 's just compounded by the fibro & throw in Covid ugh it takes forever to get better it seems	True	False
RT @USER : Georgia lawmakers passed landmark mental-health legislation to expand care access & help keep people in crisis out of j ...	False	False
RT @USER : Amazing reporting here . TW : Includes body cam footage from one of the 4 police officers who died by suicide after #January6th ...	False	False
60/05 / 32 35:85 : 37 مeFor many people , depression is an abrupt change in an otherwise fullhttps :/ / t.co/qzDEJdcwaR HTTPURL	False	False
Alright , it took me three days to send you this , but , uh , sorry , I was in a depression but I 'm trying to come out of it now	False	False
@USER I had an amazing night last night been going through a rough patch with depression but both you and @USER made me laugh and forget things for a while x	True	False
Male depression - a life without meaning.Female depression - a life without love .	False	False
Like many people , I started playing video games in earnest at the start of the pandemic . Disco Elysium and its horrific necktie was definitely a standout for a writer with depression . Would love more recs from folks , specifically games where I do n't have to shoot people .	False	False
" Whenever I 'm feeling down in the dumps I like to tell myself " " depression is n't just a river in Egypt " " because it 's not the right saying and it makes me smile "	False	False
Hot take : Mario Van Peebles hit the peak of their career in Mandatory Depression Rides Again	False	False
This is the tea , Toby did something about it , and she kind of stayed stagnant	False	False
idk if its some type of depression or mental disorder but i usually have like a week and a half of me being creative , energetic , and positive followed by a week and a half of no energy and depressed thoughts . this time im not depressed tho im on GO . not with the bs rn	False	False
RT @USER : @USER What 's it like to live in a world where facts are irrelevant ? > Clinton had budget SURPLUSES for fisc ...	False	False
@USER Ameen . Not the kind of test you wish for even your enemy sef . The unsolicited prayers and advice from your Yoruba family will almost give you depression .	False	False
Uuugghhh the ads on here ! Now I 've gotta get this for my cats or I 'm gonna fail old cat lady 101 .	False	False
@USER @USER @USER Behind that facade of depression , misery and facial hair lies a man of honour and integrity .	False	False
I been telling my streaks I 'll answer their snaps and texts for four fuckin days but on god I ain't got the emotional capacity to open em I think the meds are doin sumn not good cause I am full classic depression if I 'm not at work I am crying and sleeping :neutral_face:	True	False
@USER @USER This club is week in week out when they play they give me depression .. and now they 've the audacity to have a criminal & an abuser up on their official app as a part of the squad again .. tf is going on :/	False	False
pain and depression is when you were gonna get cherry bullet albums but then you were n't paid enough	False	False
knock knockwho 's there ? DEPRESSION :smiling_face_with_hearts: HTTPURL	False	False
My morning Yoga / Meditation routine helps me cope with anxiety / depression , improves flexibility , speed up my metabolism and make me feel good for the rest of the day ! #workout HTTPURL	True	True
@USER Never even saw one episode when I heard it was about depression and shit	False	False
" @USER @USER @USER We want #AsCem story with their children , not jealousy & triagles .. we want to see Asiye a strong woman , we want to see the drama of Nergis , we have a murder here an abuse . Cemal 's childhood years , depression & protect his family ! !	False	False
Dark beats & depressed synths from Lowell , MA , inspired by Priest , Black Nail Cabaret , TR / ST , and The Knife . Fatigue combines dancefloor-ready beats and moody atmospherics with themes of turmoil , depression , and bitterness , often with themes of social unrest and trans identity .	False	False
RT @USER : @USER hey fam , I 'm a black woman , who needs cancer treatment , could you help me share my gofundme with your fol ...	False	False
Warning : Little gore n suicideI know Jack is a new oc member , but I was thinking about if im already lil depress , whe ... HTTPURL	False	False
If mars in cancer is passive aggression then all mars in cancer placements are hereditarily depressed ? Lol or maybe that 's just me with it in my 8th house	False	False
I think you should stick to condemning Chapati Mr . Grasshopper	False	False
Nailad kos Final Lap nga prank sa RPDR da . Naa pa koy 2 minutes mental breakdown sa CR looking back how the show saved me from boredom and depression :smiling_face_with_tear:	False	False
A smile that cures my long term depression . HTTPURL	True	False
Depression alleviated by Rami 's voice ( same ) . Ayushmann and Rami discuss the inevitable burdens of being the two sexiest men alive today HTTPURL	False	False
postpartum depression	False	False
RT @USER : Are you #creative ? Do you find yourself thinking divergently , puzzled by mainstream thought patterns & approaches ? Are you a ...	False	False
" @USER @USER @USER @USER " " But the trauma of the war had created widespread disillusionment about the entire liberal view of progress toward a more humane world . The harsh peace terms imposed by the victorious Allies , together with the misery created by the Great Depression , beginning in 1939 ... " " "	False	False
RT @USER : @USER ANOREXIA IS NOT FUNNY . Its like getting a person with depression to fight a happy person . Like haha ...	False	False
@USER @USER - I will when you do . Start to enforce the law , take action on the criminal safety breaches causing record levels of work-related stress , depression and anxiety and recognise and record cases of work-related suicide . HTTPURL HTTPURL	False	False
this photo is so clear it cured my depression HTTPURL	False	False
@USER She supposedly had Postpartum Depression ( youngest of dads sibs in the census records was an infant sister ) , besides that her husband died and she had a bunch of kids and did n't speak any English . That 's all I know though . NOTHING on his grandparents or beyond not even a name . :face_with_diagonal_mouth:	False	False
@USER This cured my depression :pensive_face: :victory_hand:	True	False
friends on priv already saw the nightborne duo so im sorry htat you have to look at my depression twice :thumbs_up: :thumbs_up: :thumbs_up:	False	False
RT @USER : #Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp ... Well actually I guess I w ...	False	False
" @USER @USER @USER @USER I 'm sorry if I upset you have mild autism likely due to my mother being in an accident while pregnant . Atleast that is what I was told by my doctor growning up .	True	False
" @USER Well I do n't have a job right now and making comic pgs helps to keep my mind busy . My depression would just get worse if I did n't do anything .	True	False
I keep bouncing in and out of my seasonal depression and considering how much more I get accomplished when I only have to deal with my baseline depression and anxiety I hope this spring weather sticks around .	True	False
@USER Bless your little cold heart . Someone does n't understand how systemic racism works . Every poor black ' ghetto ' you see now can be traced back to the depression when black communities received NO government help recovering from the downturn . White neighborhoods flourished	False	False
@USER Psychedelics are completely changing how we can treat chronic depression , anxiety , and trauma reactivity .	True	True
RT @USER : Thanks to @USER for centering Black women in this conversation . HTTPURL	False	False
Ket . available #mentalhealth #anxiety #depression #ptsd #psychedelics HTTPURL	False	False
RT @USER : Blue Cookies marijuana strain induces strong head euphoria , boosts mood and appetite , and relieves depression and stress ...	True	True
RT @USER : please donate and share , reply to boost :purple_heart:	False	False
@USER i 'm waiting for the next wave of depression to hit again	True	False
When my depression was at its worst I once slept 22 out of 24 hours . I thought to myself , I 'm so fucked up	False	False
drying out , day three . sleeping for 12 hours a day , feeling like shit for the other 12 . impending sense of doom . unclear if depression is due to lack of self-medication or a symptom of withdrawal . this is fine .	True	False
Hope you had a good weekend . Hope you like this week 's #MondayMotivation . Be proud of any steps you take today ! #mentalhealth #therapy #counselling #change #goals #selfesteem #trauma #depression #anxiety #panic #stress #bereavement #identity #sexuality #anger #confidence #sad HTTPURL	False	False
Before I got diagnosed with clinical depression , there were days ( or months , probably ) when I crave for a game console , that I almost spent all my savings for a PS4 . Like , no kidding , I thought all I need is playing video games and I 'll feel way better .	True	False
@USER No ... he 's gonna divorce you and Duke 's dumping Persia ... and I will never watch anything again ... and I will let my depression consume me . I 'm so sorry for what 's about to happen . WWE ruins everything	False	False
" @USER I am reading an old favorite " " Tortilla Flat " " by John Steinbeck . To me . though written in the middle of the " " Great Depression " " it is a work for all time . "	False	False
@USER @USER @USER I knew it 's not life threatening , but people handled illness / medical conditions differently . It leads to severe depression for some , even though it 's not life threatening . Leading to alcohol or drug abuse for some . Some commiting suicide or involved in deadly car accident	True	True
" @USER @USER @USER @USER It 's mostly depression reinvented . Same game as we burn out . No it 's even more victimhood compliant . It 's like being a hero .	False	False
we were in the great jungkook depression and now he 's doing all of this i have n't even grasped it	False	False
Allah I hope that every indigenous bisexual muslims with depression is having a good day !	False	False
RT @USER : A growing number of people are turning to psychedelic medicines such as MDMA to treat depression , anxiety , and trauma . HTTPURL :/ ...	True	True
@USER what about the hundreds of thousands of regular kids who are now suffering from anxiety , depression , and a litany of other issues as a result of the lockdowns . What is crucial for them ? Do they matter ? The White House is now openly criminal with their messaging .	False	True
:loudly_crying_face: man post grad depression a mf ! !	False	False
i just discovered another skill that i cultivated during my depression / burnout sabbatical that turns out to be useful at work today and that is making shitty phone doodles	False	False
Bro what manga are y'all niggas reading ?	False	False
Fighting depression	False	False
Someone showed me this video about depression and i think of you are my always .	False	False
@USER @USER He knew in those circles they know a lot about each other . Also JP been speaking on her condition & the resulting depression she suffered bc of alopecia . Chris Rock make too many joke at the expense of Black women . Enough .	False	False
RT @USER : @USER I appreciate you putting this out there . As a person who struggles with depression , it is nice to know t ...	True	False
would offer to each other without any string attached . I did the bare minimum to be a good friend , he told me he has trust issues and did n't want to date ( also rejected my suggestion that he get some therapy for his depression ) , and now he 's pouting because I listened :down_arrow:	False	False
my depression is at an all time high as of late and being alive is hard and rough but sometimes all i need to hear is the first few notes of Heaven by Taemin and i 'm instantly cured	True	False
@USER @USER @USER How is it different ? BOTH have non-life threatening diseases . Neither have stopped acting , he 's documented his depression , so has Jada ... so what 's the difference besides her being black :thinking_face:	False	False
@USER that 's called depression . We go WAYYY back .	False	False
or i roll a j bec calming meditative process	False	False
Level - 9 - depression - what did you do with your life ? How did you miss this ? Did they do some kind of low key slow mint , under the radar ? How is it that you have to sell a small car for a big beaked navy ? What happened here ? What did you miss ? Why does everyone hate Henri ? Mint ? HTTPURL	False	False
My new thing im trying is depression but extreme denial about it	False	False
" Silver Haze strain is a 90 % Sativa dominant hybrid with a high THC range of 24 % . ( Skunk # 1 x Northern Lights # 5 , x Haze ) The aroma and flavour are pungent pine & earthy sweetness . It can treat depression , stress , pain and anxiety . Superb 4 daytime usage .	True	True
u know u got seasonal depression when the weather gets nice for one day & the whole day u feel euphoric , almost like u on mdma	True	True
Now I have post concert depression from a live stream	False	False
RT @USER : Many people take antidepressants as long-term maintenance . However , there is little evidence these drugs prevent relapse ...	True	True
“ work on ur own skills and put urself out there ” depression and anxiety levels immediately went down	True	True
" @USER @USER You want transgender people to live a difficult life because it does n't affect you and maybe you think it 's funny ?	False	False
Life is a rollercoaster . So many negative messages that flood us every day and try to drive us into depression . We have to find our inner peace of mind and thus strength to fight this madness , everything will be fine in the end , trust me ! :smiling_face: HTTPURL	False	False
The bad bunny post concert depression gonna hit hard tomorrow	False	False
Sometimes I feel discouraged but I forget why and I have to retrace my steps to remember #modernlife #lost #bummed ... HTTPURL	False	False
Well done and thank you to all the ladies of Cloverfield Street for attending the crafting programme.This program ... HTTPURL	False	False
RT @USER : Feelings of anxiety and depression can affect us all . If you need help with your mental health , you can refer yourself , ...	False	False
" Germany , once again the ' Sick Man of Europe ' as it was post-unification . The longer this protracted crisis continues , the more it starts to look like a depression , with lasting structural and hysteresis . Never mind the awful demographics .	False	False
So bored and back to sleeping all day ... hello depression , welcome back	False	False
@USER @USER @USER Stayed away from hex January 1 2020 due to depression and that ironically made the depression worse enjoy your lives it 's a dream	False	False
RT @USER : Adults who experience severe illness after contracting COVID - 19 appear more likely to develop symptoms of depression , an ...	True	True
@USER @USER Selling your land and sovergnity to china is the main reason . Your country is a great country with hard working people with dignity . They can rise and get over with this depression .	False	False
I learned that the people who go to these tournaments are n't shit . And I should have left at that point . It caused me depression because of how much I was bullied and talked down to .	False	False
@USER @USER Oh yes ... Depression , Anxiety ( GAD ) , ADHD , ( undx ) Autism , ( undx ) Dyspraxia ... It 's very c ... HTTPURL	False	False
RT @USER : Everyone including journalists please read this and understand it . @USER @USER @USER @USER @USER @USER ...	False	False
@USER & your going through depression & adoption right ? :face_with_tears_of_joy:	False	False
RT @USER : My fav tits acc got suspended #depression #sad #Egirl	False	False
I hate people and wish I could afford to stay at home every day . Is that #normal for an #introvert , or is it #depression ?	False	False
Even though modern medicine and techniques have seen a drastic improvement , mysteriously the general population prevalence of depression has not decreased .	True	True
RT @USER : Hey guys ... Here 's a really cool project I would normally be excited to post.But in my post-rug depression all I can muster ...	False	False
RT @USER : Everyone using social media must watch the documentary ' The social dilemma ' on Netflix . It 's about what the social media is ...	False	False
The genes I got really were all or nothing when it came to incurable things , huh ? Got UC , dermatitis , eczema , depr ... HTTPURL	False	False
No , no depression I 'm not inviting you in , stay away please do n't do this to me	False	False
Everyone goes “ omg how 'd you lose weight ” tbh most of my weight i lost was from depression .. yeah i did hit the gym a lot but i also was going thru ALOT & being a single mom doing all the running around took ALOT on me .	True	False
RT @USER : @USER My new #book delves into the experiences of a young woman trying to navigate life 's twists and turns . This c ...	False	False
RT @USER : no one talks about how depression causes memory loss	True	True
gonna do a dance workout today depression can catch these hands	False	False
" And I know the typical responses to that already . " " You can't heal a dead person " " and so on.News : You can also not ... HTTPURL "	False	False
Depression a big demon to deal with for all of us I was going on the bus , listening to music thinking the past thi ... HTTPURL	False	False
Everytime I stay at an Extended Stay Hotel , I take on the depression of every divorced dad who laid their heads here before me .	False	False
" there 's Muslims that do n't agree ? ? " " and whoever turns away from My remembrance - indeed , he will have a depressed ... HTTPURL "	False	False
@USER @USER @USER studies gon have to show peformative politics leads to a depression or being down right miserable	False	False
depression fucking me	False	False
talking to my parents gives me so much depression bro i literally dont know why	True	False
@USER FDR extended the Great Depression by almost a decade , Depression of 1920 happened under Wilson , Panic of 1893 happened under Cleveland , 1946 Depression happened under Truman , Carter gave us Stagflation , Democrats caused the Great Recession .	False	False
RT @USER : Depression is not a joke , you may see someone smiling but from the inside , they are not okay .	False	False
Must figure out how to clone my roommates cats before I move out so I do n't spiral into horrifying nightmarish depression	False	False
a semantic wiki with rx interactions linked out to DOIs like this would be immensely valuable for people with complex / idiopathic disease clusters and their doctors alike . and free . meanwhile for-profit clinical platforms march ahead with predictable stratification of access .	True	True
The value of assets can melt away like snow in sunshine , and in certain cases assets can even become liabilities . ... HTTPURL	False	False
facts about me ! - any prns ( people mainly use she / her ) - dance is my thing ! - bisexual-i have 3 different ed 's - se ... HTTPURL	False	False
The insecurities.The fears . The doubts.The anxiety.The depression.They are NOT your fault . You are strong ... HTTPURL	False	False
" Stress causes headaches , anxiety , depression , emotional disorders , heart problems , high blood pressure & the like & about 43 % of adults suffer from the effects of stress . #Hypnotherapy can help ! Find out more on our website ! Chester Wirral	True	True
RT @USER : Pro surfer Koa Smith always pushed boundaries — finding bigger waves , taking his body to the limit . Then a 2018 head injury ...	False	False
We sincerely hope that is no hyphen in postpartum depression .	False	False
@USER liking my tweet legit made my week , my depression is cured , thanks man	True	False
RT @USER : Get me out of this depression , I do n't even have the energy to get dressed anymore :( HTTPURL	False	False
can u believe my brother asked why i have depression if i didnt lose anyone . ?	False	False
After today my life has been turned totally upside down , for the worst or the best is the question , who knows ? I 've plummeted the deepest I 've ever been in my depression ever At the moment . Smfh . I will always love you woman ...	False	False
Depression 's a helluva drug / u / IEatTheBones #dankmemes #memes HTTPURL	False	False
Yael saying she felt heartbroken for Petra at the mother 's day brunch bc no one was there for her and she had post partum depression and she felt so alone until Anezka said nice things about her , same girl same	True	False
@USER I have a list of problems and I too have never treated a co worker badly even when my coworkers treated me badly , and yes it 's a privacy violation being told about your coworkers depression .	False	False
" when a human being takes his life in depression , this is a natural death of spiritual causes . the modern barbarity of “ saving ” the suicidal is based on a hair-raising misapprehension of the nature of existence .	False	False
LEFT ON THEIR OWN My latest country incest story . Depression era twins getting at it on the back porch and around ... HTTPURL	False	False
The suit felt wrong on him . Maybe it was doing nothing after all to conceal this curious Depression which showed up in no stock market or year-end report .	False	False
@USER hell no youre so interesting like adhd and depression ? ? ? theyd be so complex and people would start simping over u and kining u bc ur relatable	False	False
" " " For people without comorbid conditions healthcare and policy organisations should invest in core CBT " " Effectivene ... HTTPURL "	False	False
" Depression and Anxiety getting the best of me but as long as " " Betty Mae Hall Wright " " my mother spirit keep coming to me like it did last night just thinking about it right now it may or may not help with my issues . "	True	False
" @USER @USER @USER @USER Did they teach you how to do a " " key bump ? " " HTTPURL "	False	False
Getting ready to do a house flip , but its my brain :sparkles: :blue_heart: :sparkles: Going to the brain store anybody want anything ? Maybe depression ? My last drop of serotonin ? Maybe you want some adrenaline and anxiety ?	True	False
Thanks to @USER ' s dog my depression is over and i can go to a party tonight	True	False
RT @USER : all this anger and depression .. i js need to stay away from everyone	True	False
i talk about life before mental illness but i was actually sick during this time . like i had really bad panic attacks , anxiety , impulsivity , drinking issues , paranoia , depression . & had a bipolar assessment at 25 , but it was n't until 30 that psychosis stopped me being functional	True	True
RT @USER : 2521 has not even end yet , but here i am already feeling the post-drama depression :pleading_face: :loudly_crying_face: #TwentyFiveTwentyOne	False	False
@USER @USER @USER @USER It 's the shame for me . Not even acknowledging the depression this person is experiencing and the guilt tripping with the I care crap . None of that came from a “ do no harm ” place .	False	False
@USER No offense sir , but please watch a slow-motion UFC face slap strike . You will notice the impact depression on the face , where Smiths hand does not create a impact strike depression on Rocks face . It 's 100 % fake .	False	False
the government makes me want to unalive myself alot more than my depression	False	False
Interesting init how English people are more arsed about an English player than a French one , cos that 's super dupe ... HTTPURL	False	False
Depression brought by family can't just be cured by praying , miss .	True	False
new addition to my depression playlist	False	False
" @USER @USER Sadly there 's no improvement visible to patients . A patient suffering from depression waits 3 wks to 6 mths for 1st appointment . Mike King offers faster service , but charges at $ 110 / hr .	True	True
@USER My grandfather was a share cropper during the Depression . Worked hard enough to get someone with money to sponsor him getting a loan to buy a farm . Started raising chickens at the beginning of the Perdue era . Did n't owe anyone a dime when he died . Not the way it is today .	False	False
@USER @USER I 've been labelled bipolar then schizoaffective . I only have depression though . MI5 V2K gave me induced schizophrenia for 6 months about 3 years ago . It went away when i was retired from the project . I know i 'm lucky to get away from the torment .	True	True
The internet was fun until we all got depression from it	False	False
" " " Be a Zelensky " " tweets , How much of an asshole Will Smith and / or Chris Rock are , " " Why should we care about what these millionaires do ? " " , Celebrate hate , " " We live in a society " " depression tweets , and all the memes , movie references and artistic takes you could think of . 4/4 "	False	False
@USER @USER @USER @USER You 're so smug yet have n't shown a shred of evidence , access to HRT and surgeries reduce suicide and depression , this is a proven fact , if you have evidence to the contrary , show it HTTPURL	True	True
ITS NOT THE SAME AS IT WAS ? ? ? DEPRESSION ERA ? ? ! / ! ! - 8	False	False
@USER We still have to think of our finances but not to the point that it will start putting us into depression , with this economic situation one has to be able to come up with diverse means to earn from the services they provide why sit on that knowledge click HTTPURL HTTPURL	False	False
@USER When the Great Depression 2.0 finally hits and sends both the crypto and equities markets into a multi-year black hole they can all get jobs as shoe shiners	False	False
Just a reminder to avoid disappointment and depression expect nothing from nobody .	False	False
Mastering our emotions is the key to everything . Some days require you to cry other days require you to rise to the ... HTTPURL	False	False
It 's an endless sequence .. A feasts on b feasts on c and so on and so forth .. On and on it goes .. Forever and ev ... HTTPURL	False	False
" Many psychosocial risk factors associated with adverse #BirthOutcomes ( eg anxiety , depression ) are n't regularly addressed during routine #prenatal care .	True	True
why can't i just treat my depression by adopting the two guinea pigs and the pocket pitty I found on craigslist , hmmm ? i do n't see the issue	False	False
@USER I can relate . Nobody really understands . Depression just kills your feelings , life , emotions , etc . W ... HTTPURL	True	False
Worried you might be depressed ? Check out this MyHealthfinder resource for information on how to get help : HTTPURL #HealthTipTuesday :red_apple:	False	False
Yeah , it 's been something like this over the last two months for me . :) To feel everything intensely till the bod ... HTTPURL	False	False
Lol let me keep it going , Cuz y'all anti guns until oil & food shortage , famine & Great Depression than you will see that they was n't overseas knuckling up for gas :fuel_pump: or slapping the animals u eating :woozy_face:	False	False
RT @USER : Giving up drinking was only the beginningIm now addressing the actual reasons why I picked upDoing it stone cold sober ...	False	False
@USER bc depression	False	False
" @USER @USER @USER And seriously how did he not get depression ? ? Even just the events of S1 would have been enough for me	False	False
RT @USER : @USER @USER Now this couple know what the rest of us feel , having to put up with second-rate life in Br ...	False	False
RT @USER : Message	False	False
I love Mayoi , she 's the most beautiful child i 've ever have . She cured my depression	False	False
I been going through this since I started last year , it gets hard to stay tight lipped while climbin out of my depression through DJing . My grind for the love of the art has a price , but the fact that promoters take a chance on a new DJ like me is worth my time to say thanks . HTTPURL	False	False
Sending love :red_heart: To those out there fighting depression in silent ... Please stay strong and keep fighting . :red_heart: :red_heart: :red_heart: ... HTTPURL	False	False
Look at this nigga caring about people feelings :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL	False	False
Next stop is to support our neice @USER HTTPURL who runs the London Half Marathon on Sunday for #mentalhealth charity @USER in honour of her Dad Paul who took his own life after deep depression #londonhalfmarathon #halfmarathon HTTPURL	False	False
post concert depression kicking my ass HTTPURL	True	False
sometimes when i take a massive shit i get postpartum depression	False	False
17745 . Languish v . Lose or lack vitality . languish for droop or pine for . Languish under suffer under ( depressio ... HTTPURL	False	False
@USER To provide more education on mental health related topics throughout education for all students . Teach kids to recognize the warning signs of early depression in their friends . Teach kids what abuse looks like and how to combat it . [ I have more thoughts , but you get it . ] ( 7/7 )	False	False
How is Machine Gun Kelly 's album doing so well , my guy romanticises depression , suicide and abuse yet people love it :face_with_tears_of_joy:	False	False
Fuck it , I 'm not ashamed.ADHD , Anxiety , prob Depression , parent issue , and anger issues comes for free with ADHD ... HTTPURL	True	False
Depression ( major depressive disorder ) is a common and serious medical illness that negatively affects how you feel , the way you think and how you act . Fortunately , it is also treatable . HTTPURL	True	True
" This online workshop is relevant to anyone who intends to improve sleep quality , reduce depression & anxiety and enhance the quality of life .	True	True
One of many more to come.Our first Gig for Men to met up and Lear 1 or 2 or more about mental health and depressi ... HTTPURL	False	False
@USER “ Her abuser ” lol was n't she the one slapping him in public and lacking fun of his depression lol .. She did n't seem that uncomfortable using his name to promote her ridiculous song where she says he dumped her ass and replaced her in two months :skull:	False	False
@USER @USER Well , I do n't get people killed , or try to drive young people to depression and suicide , so that makes me way better than your boy ronnie . Only GOD gets to judge people , so get back into your lane .	False	False
why would you make an antidepressant that can cause worsening symptoms of depression . that 's just a depressant	True	True
this thread singlehandedly cured my depression	False	False
One of the greatest .	False	False
I relate to Stede so much tho , I have a problem and I 'm unhappy and go into a bad depression so I 'll run away start something new and then I 'm dragged along with so many wonderful and horrible things happening to just run away again try to fix the first thing even tho I cant fix	False	False
@USER @USER I do n't have any crypto friends , i live in a third world country in Africa , and I 'm a college dropout , because of my depression , I 'm here just tryna make it , I 'm sure you do giveaways to help your community by a random twitter picker , and sometimes supporting your loyal community	False	False
7 Daily Habits For Managing Depression HTTPURL	False	False
Hello depression . Hit me like a ton of bricks today . I 'm feeling so hopeless and usless , that I 'm actually nauseous .	True	False
2521 giving us depression while business proposal giving us butterflies :face_with_tears_of_joy:	False	False
To be completely honest , I was a huge dick after I ran away from home . For the first time I felt something . I felt the impact of my childhood and the depression that came along with it . I 'm still feeling this impact and my best friend endured all of my moodswings back than .	True	False
@USER You have a depression room ? What ?	False	False
i come on this app for my daily dose of depression and it works every time HTTPURL	False	False
@USER slaying depression	False	False
VITA SALVATA 2022 SALVATO CURED MY DEPRESSION CURED MY CHRONIC ILLNESSES HTTPURL	True	True
To those person who suffering from depression and anxiety .	False	False
RT @USER : @USER That 's how Nipost in Surulere stole my goods worth 100k around 2019 . I waited all through 2020 . They came up w ...	False	False
& his fat ass some where living his best life	False	False
happy birthday to my depression era ! ! #MyTwitterAnniversary HTTPURL	False	False
Fuck depression & birth control	False	False
RT @USER : Loved . #leadwithlove @USER #love #dream #instagood #me #follow #followme :red_heart: :smiling_face: #videooftheday #inspiration # ...	False	False
Mother Nature 's menopausal , crazy , psychotic ass ! That 's for sure ! ! Several days in the 70s then back in the 20s & snow ? ? ! ! ? ? What the Hell kind of shit is that ? ? ! ! ? ? No wonder there 's a lot of depression in Ohio ! Stephen is renting his house out to his cousin & his family .	False	False
i was telling somebody about how bad my depression room was before i cleaned it & their response was “ do better . ” like do n't you think i wish it was that easy you stupid bitch . this why ion talk to ppl about my depression fr . like at all .	True	False
RT @USER : Add this one to your diary ! :tear-off_calendar: On the 13th April we will have Jean Beaumont join us to discuss Australia 's Great Depress ...	False	False
RT @USER : Mrs WILF is doing a LIVE show on postpartum depression and anxiety with her friend tonight . I 'll be modding the chat ! ...	False	False
Duh ! Cancer Patients Are at High Risk of Depression and Suicide , Studies Find HTTPURL	True	True
@USER just cured my lifelong depression	True	True
@USER I know sey you no de go church but abeg , get church mind small , make depression no go kill some people .	False	False
With the help of a few conversations and some time exercising mental tools , I 'm feeling a lot better . I 'm excited for what the rest of my day has for me .	False	False
English Word of the Day : Trigger . This verb means cause . Eg . His depression was triggered / caused by bullying at school .	False	False
Saved 20,000 from #depression . Peace begins with a smile :slightly_smiling_face: :grinning_face_with_big_eyes: :smiling_face_with_smiling_eyes: :grinning_face: :grinning_face_with_smiling_eyes: :beaming_face_with_smiling_eyes: :slightly_smiling_face: :grinning_face_with_big_eyes: :smiling_face_with_smiling_eyes: :grinning_face: :grinning_face_with_smiling_eyes: #socialresponsibility #SocialJusticeChampion	False	False
RT @USER : Let me add some more : Tearing down Global Supply ChainUnprecedented Commodity inflation Enormous food shortages expected glo ...	False	False
" Lane Meyer ( John Cusack ) sinks into depression when his girlfriend dumps him for jock Roy Stalin , the high school ski racing champion . From the absurdly twisted mind of writer / director “ Savage " " Steve Holland , the 1985 comedy “ Better Off Dead ” on the big screen tonight at 8p m ! HTTPURL "	False	False
In depression	False	False
There are many factors that can contribute to the ill health of aging parents . This may include lack of exercise , more stress , financial problems , and depression HTTPURL #challengesinelderlycare	True	True
@USER he gave you collarbone . Is n't that enough to cure your depression ?	False	False
This is my favorite part of the day . Cuddling with my hubby for a few minutes before he goes to work at night HTTPURL	False	False
RT @USER : Whenever I have pretty bad depression , I listen to podcasts that make me laugh and put me in a good mood . My go-to ones are ...	True	False
Who Is Jessica Chastain ? Jessica Chastain Tribute To Her Sister Who Died By Suicide Due To Drugs And Depression HTTPURL	False	False
Exercise may reduce depression symptoms , boost effects of therapy • News Service • Iowa State University HTTPURL	True	True
@USER @USER @USER @USER @USER So was Chris rocks behaviour right ? - insulting a women who has been vocal about the depression losing her hair has caused her . Will Smith should have reacted differently of course he should but I can see why he did it .	False	False
RT @USER : #DepressionNotDeadNftThis photography collection is about #mentalhealth and how everyone who has fought through depre ...	False	False
You know what the absolute worst part of depression is ? How it sucks the joy out of everything . I do n't even have ... HTTPURL	True	False
@USER song that cause my depression fine line by harry styles	False	False
In conjunction with April Fool 's day , let 's not prank on issues like this . 1 ) mental health / suicidal / depression 2 ) L ... HTTPURL	False	False
@USER Depression 1 - 0 Joy	False	False
I have depression ( Yeah ) , I 'm so emo ( Yeah )	False	False
I can not stress this enough , I simply do NOT want to :sparkles: e x i s t :sparkles: . Gotta love anxiety mixed with depression .	False	False
Twinkle Stars , from the same mangaka as Fruits Basket , is twice the tears this one also handles heavy topics of s ... HTTPURL	False	False
RT @USER : This . 100000 % this . It is n't just about playing video games . There 's so many more variables involved that people do n't ...	False	False
50/03 / 08 75:82 : 54 مesufferers of depression , who can elect to keep their feelings privathttps :/ / t.co/GCFWEgX4VB HTTPURL	False	False
" RT @USER : @USER Keep talking about suicide ; make it OK to talk about depression and suicide . And get the free " " Safety Plan " " ... "	False	False
RT @USER : Consequently , patients with the behavioral subtype of FTD ( bv-FTD ) can be initially misdiagnosed as having a psychiatr ...	True	True
@USER Oh my gosh you have no idea how much I needed to hear that . Been losing all interest in everything and depression is hitting hard . Thank you ! HTTPURL	True	False
depression moment	False	False
